"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","ClaimFreq"
"2267","2",21,5,"1","2","4","3","3",3.06,0.0159641563534798
"2268","1",54,5,"1","1","2","3","1",3.78,0.0282020836991253
"2269","1",21,4,"3","1","1","3","2",3.57,0.0234071226344574
"2270","1",35,7,"3","2","1","1","2",0.08,6.7149994001871
"2271","1",53,5,"1","2","2","3","1",3.55,0.0234084337202113
"2272","1",32,8,"3","2","3","3","1",4.46,0.0415482070109674
"2273","1",34,5,"2","2","1","2","2",5.52,0.0645200816000812
"2274","1",32,6,"4","2","2","2","2",2.14,0.00208745384533249
"2275","1",72,6,"3","2","3","1","2",4.9,0.0506321870183636
"2276","1",31,3,"2","2","2","3","2",0.08,6.22344187839053
"2277","1",52,4,"3","2","1","3","2",1.6,3.24804896433336e-05
"2278","2",68,2,"3","1","3","3","2",5.33,0.0565336460707394
"2279","2",35,7,"1","2","2","2","3",4.56,0.0467503596741298
"2280","2",41,5,"2","1","2","3","2",3.14,0.0174887974569483
"2281","2",62,2,"2","2","3","1","2",4.48,0.0445778635713676
"2282","2",57,1,"1","1","1","3","2",1.25,3.42831459625549e-10
"2283","1",39,4,"2","2","2","3","1",6.33,0.0817159173224634
"2284","2",37,1,"2","2","3","3","2",2.03,0.00141393456975418
"2285","1",46,4,"1","1","1","1","3",1.51,1.12652098759788e-05
"2286","2",33,2,"2","2","3","3","2",1.42,1.73416156261647e-06
"2287","2",38,6,"3","2","3","3","2",6.39,0.076648660712074
"2288","2",22,3,"3","2","3","3","2",4.67,0.0464531279220839
"2289","2",34,7,"1","1","3","1","2",2.03,0.00129282219614601
"2290","1",31,5,"2","1","2","1","1",5.66,0.0706936356409233
"2291","1",64,8,"3","2","4","3","1",3.2,0.0160697402275313
"2292","1",31,8,"3","1","4","2","3",2.92,0.0131701231291971
"2293","1",49,9,"2","2","4","1","1",2.6,0.00780692119426897
"2294","2",40,8,"2","2","1","2","1",3.77,0.0284181323861477
"2295","1",30,7,"1","2","3","3","2",2.81,0.0104315792593514
"2296","1",55,5,"1","1","1","3","2",2.25,0.00262444978580001
"2297","1",25,12,"3","2","2","3","2",1.56,2.20925495206966e-05
"2298","2",53,3,"1","2","2","2","3",1.22,6.2275972640065e-11
"2299","1",56,6,"1","1","2","3","2",1.61,4.79531308414568e-05
"2300","2",42,7,"1","2","2","2","1",2.36,0.00399828584153834
"2301","1",33,3,"1","2","1","1","2",3.73,0.026503227706128
"2302","2",52,3,"3","2","2","1","2",1.52,1.09680540420605e-05
"2303","1",41,5,"3","1","2","2","3",3.98,0.0351815039168332
"2304","1",21,10,"4","2","2","3","2",1.22,5.40605008339584e-11
"2305","1",45,7,"4","1","2","3","2",1.66,9.04460905763779e-05
"2306","2",34,6,"2","2","2","2","2",3.95,0.0343821044029681
"2307","1",67,8,"4","2","1","3","3",3.79,0.0281948199229142
"2308","1",42,3,"4","2","2","2","1",0.44,306.769865411732
"2309","1",82,8,"4","1","2","1","1",6.44,0.0865159001945112
"2310","2",62,2,"3","2","4","3","3",2.67,0.00798889049318215
"2311","1",37,5,"2","2","3","1","1",3.36,0.0226395295062615
"2312","1",53,5,"3","2","3","3","2",2.42,0.00454849070636109
"2313","2",43,6,"2","1","2","3","2",2.77,0.0106159650019311
"2314","2",47,0,"4","2","3","3","2",2.42,0.00465194300998533
"2315","2",36,4,"3","2","2","3","2",4.65,0.0447419778136642
"2316","1",38,7,"2","2","2","3","1",1.66,0.000108317849519282
"2317","2",45,7,"2","1","2","3","2",2.91,0.0128150617186089
"2318","1",63,5,"3","1","2","2","2",2.41,0.00450294982642364
"2319","1",41,5,"1","1","3","1","1",2.89,0.0121645911829739
"2320","1",57,2,"2","2","3","2","1",2.53,0.00671241622176949
"2321","1",52,8,"4","2","3","2","1",5.18,0.056313585111972
"2322","2",35,4,"4","2","2","3","1",2.54,0.00610469446336766
"2323","2",18,7,"4","1","1","3","2",3.46,0.0240855206290803
"2324","1",56,5,"2","2","3","1","3",1.33,1.26451336618122e-07
"2325","1",62,6,"3","2","4","3","2",4.05,0.0326127705815169
"2326","1",66,6,"1","2","3","1","2",2.77,0.00969325742162763
"2327","2",40,2,"3","1","4","3","2",1.94,0.000743777546486214
"2328","1",33,7,"3","2","3","1","2",2.69,0.00848115262459526
"2329","1",36,5,"1","2","2","3","3",1.99,0.00119770887884359
"2330","2",32,4,"1","1","1","3","2",4.32,0.0370974092792378
"2331","1",34,8,"1","2","3","3","3",3.7,0.0290775563508234
"2332","1",64,7,"3","2","2","2","1",3.23,0.016938221142402
"2333","2",58,3,"3","2","4","3","1",1,0
"2334","1",24,8,"3","2","3","2","2",2.14,0.00203521171828176
"2335","1",37,4,"1","1","2","3","2",2.53,0.00633179316273134
"2336","1",49,7,"2","2","3","2","1",1.36,2.926074659021e-07
"2337","1",22,3,"3","2","2","1","2",2.73,0.00943351464845176
"2338","1",36,2,"1","2","3","3","2",2.18,0.00234591057967734
"2339","2",38,8,"4","2","2","3","2",1.33,5.96346380419661e-08
"2340","1",56,7,"1","1","2","3","2",3.85,0.0296956004988968
"2341","2",29,3,"3","2","3","3","2",2.73,0.00870289418353652
"2342","2",60,6,"3","2","2","3","2",2.03,0.0011142995181366
"2343","1",37,3,"3","1","1","3","2",2.08,0.00140005296001601
"2344","1",42,9,"4","2","4","3","3",3.13,0.0172241769577616
"2345","2",52,5,"4","2","2","3","2",1.16,1.09192698768981e-14
"2346","2",40,5,"3","2","3","2","2",4.4,0.0406531718225093
"2347","1",38,7,"2","2","3","2","2",2.93,0.0139834517061574
"2348","2",41,5,"2","2","2","3","1",4.65,0.0484126116289418
"2349","1",46,2,"4","1","1","3","2",2.47,0.00488373653023774
"2350","1",50,8,"3","2","3","1","1",4.34,0.0392567332032375
"2351","2",28,0,"4","1","3","3","2",2.56,0.00666839007283945
"2352","1",77,7,"1","1","2","2","2",4.36,0.0411325064868129
"2353","1",18,4,"2","2","4","3","3",2.88,0.016543872924136
"2354","2",37,0,"2","1","1","1","2",2.75,0.00975782758178031
"2355","1",36,7,"3","1","1","3","1",3.34,0.0181877012588453
"2356","1",27,2,"3","2","1","3","2",3.2,0.0157061122515245
"2357","2",39,2,"4","2","1","2","2",5.42,0.0579111331164932
"2358","2",34,4,"3","2","2","3","1",3.27,0.0175849887217178
"2359","2",53,6,"1","2","1","2","1",0.93,1.12892909109665e+29
"2360","2",59,9,"4","2","3","2","2",3.77,0.0276612042596822
"2361","2",49,3,"1","2","1","3","2",3.48,0.0204269166367439
"2362","2",18,7,"3","2","2","3","2",3.56,0.0269879950493817
"2363","1",27,6,"3","1","1","1","2",2.13,0.00178555626979838
"2364","1",35,6,"3","2","2","3","1",2.14,0.00192777730513957
"2365","2",20,6,"2","2","3","3","2",2.19,0.00282337816869442
"2366","1",48,1,"2","1","3","1","3",1.7,0.000201209293694529
"2367","1",50,8,"2","2","3","3","2",4.61,0.0481624441673577
"2368","2",46,0,"2","2","2","1","3",2.74,0.0109776562553519
"2369","2",55,6,"3","2","3","2","2",1.85,0.000421030829906141
"2370","1",51,5,"1","1","1","2","2",1.52,1.07009331679528e-05
"2371","1",18,3,"2","1","4","3","3",3.52,0.0321078580434363
"2372","1",20,7,"1","2","2","3","2",3.58,0.0254181030574527
"2373","1",19,2,"1","2","3","2","1",4.25,0.0401605829280123
"2374","1",52,4,"2","1","2","3","2",4.15,0.0385993392581975
"2375","1",43,2,"2","1","2","3","1",3.03,0.0154630521126367
"2376","1",75,6,"3","2","2","3","1",4.8,0.0478494182433446
"2377","1",50,4,"4","2","3","1","2",4.36,0.0410599986334023
"2378","2",43,5,"3","2","2","3","3",3.24,0.0185731489400346
"2379","2",44,7,"3","2","3","3","1",2.79,0.00938867062063911
"2380","1",62,6,"1","2","2","1","3",1.71,0.000173643017390267
"2381","1",35,5,"2","2","3","2","1",3.04,0.0159614689302299
"2382","2",54,5,"4","1","3","3","3",3.08,0.0158069600100543
"2383","2",18,3,"3","2","3","3","2",3.25,0.0206278645971199
"2384","1",32,4,"3","1","2","3","2",2.1,0.00169530521294837
"2385","1",72,3,"1","2","2","3","2",4.95,0.0514986628143087
"2386","1",69,4,"3","2","2","2","1",5.19,0.0549364626823474
"2387","1",43,5,"4","1","3","3","1",3.86,0.030842264406805
"2388","2",70,9,"3","1","2","2","2",3.97,0.0309039572994026
"2389","1",36,4,"3","1","3","1","1",2.41,0.00472055640728709
"2390","2",44,2,"2","2","1","1","3",3.18,0.0181611998213594
"2391","2",62,5,"2","2","1","3","3",0.46,415.888529127205
"2392","1",60,2,"4","2","2","1","2",2.46,0.0051838503570154
"2393","2",75,4,"3","1","2","3","3",2.49,0.00586526944755653
"2394","1",45,5,"1","2","2","3","1",0.14,11.1579202066668
"2395","1",71,3,"3","1","2","3","1",3.94,0.0305598002687972
"2396","1",62,3,"2","1","3","3","3",4.7,0.052936056430079
"2397","1",45,4,"4","2","4","3","2",2.69,0.0083960345934927
"2398","2",35,2,"3","2","2","3","2",5.52,0.060706919475802
"2399","1",58,5,"4","1","2","3","2",5.37,0.0598922798724338
"2400","1",62,5,"3","2","3","2","2",4.27,0.0377341782688823
"2401","1",36,4,"3","2","3","3","2",1.17,7.9454071079644e-14
"2402","1",58,7,"3","2","2","2","2",0.72,1991705.40680437
"2403","1",25,6,"1","1","3","3","1",2.53,0.00633865578205043
"2404","1",53,1,"3","2","2","2","1",3.16,0.0157091025976644
"2405","1",41,7,"2","1","1","2","2",4.35,0.0417354010681053
"2406","1",39,0,"3","1","2","3","2",2.36,0.00409655303180795
"2407","2",44,6,"2","2","2","3","3",5.55,0.0696445797106303
"2408","1",19,4,"2","2","1","3","3",2.74,0.0109355376856304
"2409","2",23,2,"4","2","2","3","3",4.68,0.0497976997698659
"2410","2",43,2,"1","1","2","2","2",0.25,30.2020198370112
"2411","2",50,8,"1","1","2","3","2",0.14,11.2726227539936
"2412","2",62,0,"2","2","2","3","2",0.08,6.37395007066315
"2413","1",43,4,"4","2","4","2","3",1.89,0.000719222548858678
"2414","1",35,0,"2","1","3","3","2",3.63,0.0284814337665428
"2415","2",20,2,"1","2","3","3","2",5.24,0.0581183008843629
"2416","2",18,6,"3","1","1","3","2",3.69,0.0283099182242475
"2417","1",76,0,"3","2","2","3","2",2.43,0.00477238140698615
"2418","2",39,7,"3","2","1","2","2",2.07,0.00128694156815931
"2419","1",53,0,"1","2","2","3","1",0.48,646.68692118563
"2420","1",38,10,"1","1","2","3","2",2.29,0.00332978605564956
"2421","1",51,0,"2","2","2","2","2",1.23,2.10127512052344e-10
"2422","1",64,5,"3","2","2","3","2",3.28,0.0178320696717777
"2423","1",25,3,"1","2","1","3","3",2.68,0.00845997110857038
"2424","1",21,4,"2","2","1","3","2",1.45,3.56165618891162e-06
"2425","1",38,5,"1","2","3","3","1",4.42,0.0418857594502851
"2426","1",55,8,"3","2","2","2","3",3.39,0.0216764833799221
"2427","1",42,2,"1","1","3","1","2",2.07,0.00161051888148456
"2428","2",18,6,"3","2","2","3","3",2.49,0.00723972284883658
"2429","1",40,6,"2","2","2","3","2",3.72,0.0298954433868051
"2430","1",35,5,"2","1","1","2","1",1.46,4.25818321621336e-06
"2431","2",49,3,"1","2","4","3","1",1.73,0.000162132276791739
"2432","1",21,1,"1","1","2","2","2",2.62,0.00792621050579168
"2433","1",45,7,"2","2","4","3","1",2.31,0.00386728367010503
"2434","1",44,4,"1","1","2","3","2",2.91,0.0121757803701723
"2435","2",29,6,"1","2","1","3","2",2.02,0.00104186959787372
"2436","2",50,5,"3","2","3","3","2",4.71,0.0454676618626016
"2437","2",56,0,"1","1","2","3","2",0.08,6.58388818156225
"2438","1",74,9,"2","2","4","3","3",0.97,1.06175373215757e+65
"2439","2",60,8,"1","2","1","3","2",6.83,0.0790582160591974
"2440","1",18,3,"3","2","2","2","2",5.34,0.0667983645349533
"2441","1",38,8,"1","2","1","2","1",5.92,0.0674403986679264
"2442","2",34,5,"1","2","3","3","2",1.16,1.34885864016044e-14
"2443","1",33,7,"3","2","2","3","2",3.82,0.0288616456758093
"2444","1",18,5,"3","1","3","3","1",6.24,0.0837053035425411
"2445","2",58,8,"4","2","2","3","1",0.08,6.66995629106425
"2446","2",43,5,"1","2","2","1","2",3.47,0.0225072314230527
"2447","1",18,6,"4","2","2","3","1",3.19,0.0201527566248356
"2448","1",53,6,"1","1","2","1","1",4.19,0.037050898888816
"2449","2",37,1,"3","2","3","3","3",4.3,0.0401804059027361
"2450","2",47,5,"3","1","4","3","1",4.14,0.0341552424110728
"2451","2",57,6,"2","1","2","2","3",2.69,0.00994168490537981
"2452","1",58,7,"2","2","2","3","2",3.98,0.0344230163618557
"2453","1",63,1,"2","2","2","3","2",5.06,0.0562768900026888
"2454","1",43,0,"3","2","2","3","2",1.53,1.46264111667015e-05
"2455","1",26,4,"2","1","1","3","1",3.03,0.0145486654722632
"2456","1",44,3,"4","2","2","2","2",2.26,0.00313984604319799
"2457","2",53,4,"2","2","4","3","3",1.16,3.62771646894027e-14
"2458","1",32,5,"3","2","2","2","2",4.17,0.0364648946324943
"2459","1",32,7,"3","2","1","3","1",1.83,0.000328569519669432
"2460","1",43,7,"1","1","2","3","2",2.26,0.00311731435726897
"2461","2",59,8,"2","2","2","1","1",0.72,1518471.70795338
"2462","1",39,2,"3","2","3","3","3",3.24,0.0190406470897053
"2463","2",20,7,"3","2","2","3","2",4.56,0.0438952553894784
"2464","1",42,10,"1","1","3","3","3",1.44,3.03752046225072e-06
"2465","2",32,7,"1","1","2","3","1",2.75,0.00910867600261777
"2466","1",59,5,"3","2","2","2","3",2.08,0.00168804801316929
"2467","1",45,6,"2","2","3","3","2",2.49,0.00629806185969678
"2468","2",55,3,"2","2","4","2","1",1.88,0.000606701410235467
"2469","2",43,3,"4","1","2","2","2",5.12,0.0559445015962573
"2470","2",33,9,"3","1","3","3","2",1.82,0.000349265986338913
"2471","2",55,10,"1","1","1","2","2",0.08,6.84914209679807
"2472","1",49,2,"2","2","2","3","1",2.19,0.0026269682532531
"2473","1",22,0,"1","2","3","3","3",2.71,0.0101437981983195
"2474","2",40,9,"2","2","3","3","2",2.98,0.014229800148439
"2475","1",43,3,"3","2","2","3","2",3.07,0.0145896673734296
"2476","1",40,0,"1","1","1","3","3",5.01,0.0544524877700847
"2477","2",49,2,"3","2","1","3","2",0.45,457.219335760425
"2478","1",44,2,"2","2","2","1","1",2.65,0.00873480339521236
"2479","1",40,4,"3","2","3","1","2",3.86,0.0306329069319336
"2480","1",51,1,"2","2","3","2","2",2.43,0.00547735444095273
"2481","1",49,5,"2","2","4","1","2",3.96,0.0349412526335843
"2482","1",25,6,"1","1","1","3","2",2.92,0.0115706594417331
"2483","2",37,6,"1","1","2","3","3",3.51,0.0247488667452654
"2484","1",18,6,"3","2","3","2","3",2.69,0.0112682424061142
"2485","1",23,2,"1","1","1","3","2",2.57,0.00644525867190875
"2486","1",48,9,"4","1","2","3","2",2.14,0.00200052781835876
"2487","2",66,6,"2","2","3","2","2",3.78,0.0300716028713056
"2488","1",48,1,"2","1","2","3","2",0.74,4830485.47236375
"2489","1",38,4,"4","2","3","2","2",1.78,0.000298383003464538
"2490","1",43,5,"4","1","3","2","2",4.9,0.052964849821149
"2491","1",28,5,"2","2","2","3","3",3.42,0.0252521007897551
"2492","1",54,11,"3","2","2","2","1",5.14,0.0532770085260101
"2493","1",33,3,"1","2","3","1","3",2.22,0.00312323321916641
"2494","1",60,7,"1","1","2","2","2",0.81,5571865177.82993
"2495","2",75,3,"3","2","3","2","1",3.55,0.0231066524867174
"2496","1",57,5,"4","2","3","1","2",3.16,0.0166431967448142
"2497","1",52,4,"2","2","3","3","2",3.1,0.0166114533956642
"2498","1",51,9,"1","2","3","3","3",2.93,0.0131809121168728
"2499","1",56,4,"1","2","2","3","1",2.22,0.0025604651927897
"2500","2",36,8,"3","2","2","2","2",3.58,0.0238773814249116
"2501","1",53,8,"1","2","1","3","2",1.82,0.000311152122153228
"2502","2",28,3,"3","1","2","3","2",1.79,0.000282126814908147
"2503","2",43,5,"4","2","1","1","3",6.01,0.0722235243031095
"2504","2",34,7,"2","2","1","3","2",1.74,0.000193278786559046
"2505","1",49,5,"2","2","1","1","3",4.21,0.0404870847486052
"2506","1",47,2,"2","2","2","1","1",2.35,0.00441685423916597
"2507","1",43,6,"3","1","2","2","1",3.25,0.0181924598179303
"2508","1",49,5,"3","2","3","3","3",1.67,0.000110875108610697
"2509","1",30,6,"1","1","3","3","2",4.98,0.0536176422765477
"2510","1",18,5,"1","2","2","1","1",4.41,0.0478660644142105
"2511","2",33,5,"3","1","3","3","2",4.74,0.0470188655959714
"2512","1",65,2,"1","1","2","1","2",3.19,0.0169538974435338
"2513","1",43,6,"2","2","3","3","2",4.56,0.0480914981219139
"2514","1",41,3,"3","2","2","1","2",3.35,0.0201999981583719
"2515","1",33,2,"2","2","4","3","3",0.66,56436.3741856284
"2516","1",53,7,"1","1","1","3","3",3.95,0.0318239556615873
"2517","2",47,4,"2","1","2","2","1",1.31,3.37630348908875e-08
"2518","2",67,6,"1","2","2","3","2",4.07,0.0330176342868704
"2519","2",70,0,"1","2","4","2","3",2.01,0.00122758392451855
"2520","1",53,7,"1","2","4","3","3",5.51,0.0648559174803148
"2521","2",38,3,"1","2","1","3","2",4.53,0.0409417279313469
"2522","1",58,3,"1","2","3","2","2",5,0.0531218368701181
"2523","2",50,1,"1","2","2","1","1",3.67,0.0255397532667591
"2524","1",56,5,"3","1","3","3","1",2.08,0.00148846768676326
"2525","2",46,5,"4","2","3","3","3",0.08,6.34354527654962
"2526","1",41,4,"2","2","2","3","1",4.95,0.0555819800627436
"2527","2",41,6,"3","2","4","3","2",4.85,0.0485645150390141
"2528","2",21,8,"4","2","3","1","2",1.09,2.62644438916309e-24
"2529","1",18,5,"3","1","1","3","2",0.73,2391970.86456577
"2530","2",32,4,"3","2","2","1","2",4.3,0.0384305762659538
"2531","2",31,0,"4","2","3","2","2",5.53,0.0636152277992095
"2532","1",43,3,"3","2","3","2","1",3.14,0.0160599146507974
"2533","2",36,3,"1","1","4","3","1",3.12,0.0153737093170616
"2534","1",42,11,"4","2","2","3","2",2.24,0.00280412785398628
"2535","2",46,9,"1","2","3","1","3",1.18,6.03676650279108e-13
"2536","1",26,5,"4","2","3","3","2",4.25,0.0389796218549565
"2537","1",58,5,"1","2","4","2","2",3.36,0.0200942161217943
"2538","1",51,8,"2","2","1","3","2",3.3,0.0190624512260766
"2539","2",36,1,"1","2","4","3","2",2.82,0.0101147282885537
"2540","1",42,3,"3","1","2","1","2",5.1,0.0556970823852235
"2541","2",46,6,"2","2","2","3","3",2.26,0.00364091576983679
"2542","2",39,6,"2","2","2","1","1",1.56,3.00694156159565e-05
"2543","2",26,7,"3","1","3","3","2",2.15,0.00201359220237444
"2544","2",27,4,"1","2","2","3","2",0.08,6.52737440063664
"2545","1",61,4,"3","1","1","3","2",3.68,0.0241026008663481
"2546","1",41,3,"2","1","2","3","2",4.98,0.0569920927385142
"2547","1",68,3,"3","1","2","2","2",1.38,3.86696152347938e-07
"2548","1",42,8,"1","2","2","1","3",2.91,0.0133807570178498
"2549","1",33,5,"4","2","1","2","1",3.37,0.0193868385269755
"2550","2",42,6,"1","2","1","3","2",3.24,0.0164626500023703
"2551","2",79,5,"4","2","2","3","1",5.02,0.0525923050753453
"2552","1",36,3,"2","1","4","3","2",2.13,0.00225782747880347
"2553","2",31,1,"4","2","2","2","1",1.26,1.19079679442126e-09
"2554","2",56,6,"1","2","3","3","2",1.27,2.13480142904495e-09
"2555","2",44,7,"3","2","2","3","2",3.85,0.0287100641836532
"2556","2",32,7,"1","2","3","3","2",2.85,0.0107615726860144
"2557","1",57,6,"3","2","2","3","3",3.43,0.0222310621454896
"2558","2",34,6,"3","2","3","2","2",3.94,0.0312752568324175
"2559","1",44,5,"4","2","2","3","1",5.64,0.0650081031059456
"2560","2",45,7,"4","2","1","3","1",3.34,0.0178048195132897
"2561","2",53,1,"3","2","3","3","1",2.14,0.00177217489850567
"2562","2",50,2,"2","2","2","2","1",2.34,0.00410121479524609
"2563","2",37,7,"2","2","2","3","1",2.66,0.00855049971317961
"2564","1",47,5,"1","1","1","3","1",2.02,0.00105698738348848
"2565","1",54,6,"2","1","1","3","2",3.86,0.0304188349875331
"2566","2",41,2,"1","2","2","3","2",2.75,0.00909929676329842
"2567","1",23,5,"2","1","2","3","2",5.1,0.0606772872638975
"2568","1",41,8,"2","2","3","1","1",3.72,0.0302199514382071
"2569","2",57,5,"1","2","2","3","2",1.74,0.000178692567088491
"2570","2",38,3,"3","1","3","3","2",3.28,0.0183125487725181
"2571","1",30,5,"3","2","1","1","1",2.92,0.0111556059997829
"2572","1",30,2,"2","1","1","2","2",2.52,0.00631538929870401
"2573","1",36,7,"2","1","3","3","1",4.33,0.0430139354941689
"2574","2",24,7,"2","2","2","3","2",2.87,0.0122456321647812
"2575","2",39,4,"4","2","3","1","2",5.33,0.0600785119678946
"2576","2",38,8,"2","2","1","3","3",2.73,0.00979404671237876
"2577","1",51,6,"2","2","2","1","1",4.63,0.0488710532388254
"2578","2",25,2,"2","2","2","1","2",0.68,161151.618278517
"2579","2",34,6,"1","2","2","2","2",0.84,606871886080.49
"2580","1",41,10,"2","2","4","3","3",4.03,0.0380383743909524
"2581","1",60,6,"1","2","3","3","1",2.05,0.00132210990521328
"2582","1",49,4,"2","1","2","1","1",3.55,0.0262817435360868
"2583","1",38,6,"4","2","2","3","3",4.62,0.0488269049122831
"2584","2",29,4,"4","1","3","3","1",3.7,0.0269313853251687
"2585","2",49,5,"1","2","1","3","2",2.97,0.0116001703342458
"2586","1",18,7,"4","2","4","1","3",2.86,0.0149505324617678
"2587","2",57,9,"1","1","3","3","3",3.21,0.0180430966930061
"2588","1",42,4,"1","1","2","3","2",5.09,0.0557090761737252
"2589","2",53,0,"3","1","3","2","2",1.5,7.97388215400105e-06
"2590","1",49,7,"4","2","4","1","2",1.81,0.000352644406032681
"2591","2",22,2,"1","1","1","3","2",1.61,4.26715262371783e-05
"2592","1",34,1,"3","2","2","3","1",2.52,0.00574723056811342
"2593","1",45,8,"4","2","3","3","2",3.62,0.0254171819793564
"2594","2",35,3,"2","2","2","3","2",4.05,0.0360767333434252
"2595","2",23,7,"4","2","3","3","1",2.15,0.00211738546477307
"2596","1",38,5,"3","2","2","3","2",2.6,0.00700632774306792
"2597","2",20,5,"2","2","2","1","2",4.98,0.0574954349120765
"2598","1",45,4,"2","2","3","1","1",4.1,0.0381167793945762
"2599","2",51,4,"2","2","4","3","2",0.53,1571.64152933276
"2600","1",42,4,"2","1","2","2","2",1.97,0.0011649678496687
"2601","1",51,4,"1","2","2","1","2",2.76,0.00962121364749625
"2602","1",48,7,"3","1","3","3","2",3.29,0.0185403950458189
"2603","2",23,6,"1","2","3","3","1",2.57,0.00677922117804346
"2604","1",48,9,"2","1","3","3","2",4.02,0.0360211503037851
"2605","2",46,3,"3","2","3","1","3",1.84,0.000466868188464321
"2606","2",48,1,"1","2","2","1","2",2.49,0.00545021487867685
"2607","1",29,7,"1","2","4","2","3",1.76,0.000283790274405505
"2608","1",78,4,"1","2","3","3","3",2.92,0.0134214589401084
"2609","1",62,2,"1","1","1","3","1",3.78,0.0260822023469692
"2610","2",76,3,"3","2","3","2","3",2.23,0.00295187141849914
"2611","1",37,2,"3","1","1","1","3",3.5,0.0232345316409827
"2612","1",56,6,"2","2","1","3","2",5.35,0.0595076386106863
"2613","2",45,4,"4","2","3","1","2",4.08,0.0347127692199015
"2614","1",30,8,"1","2","3","3","2",4.49,0.0432986468228444
"2615","2",57,3,"1","2","2","1","3",3.26,0.0192090951608376
"2616","2",37,5,"4","2","3","3","2",2.78,0.00979214199849831
"2617","1",30,0,"3","2","1","3","1",3.29,0.0172576836072234
"2618","2",57,2,"3","2","2","1","2",2.83,0.00994943501646471
"2619","2",45,4,"1","1","2","2","3",1.38,5.45608198671067e-07
"2620","2",37,3,"3","2","2","3","3",0.08,6.39260602534631
"2621","2",22,5,"2","2","1","3","1",2.19,0.00247722435060396
"2622","1",53,1,"2","2","2","3","2",3.15,0.0172811637144039
"2623","1",72,6,"2","2","3","2","3",3.77,0.0329033060973021
"2624","1",51,3,"1","2","3","1","2",3.63,0.0259505231499235
"2625","1",50,3,"2","2","2","3","3",4.35,0.0452332930069295
"2626","2",49,5,"2","1","3","3","2",3.32,0.0208195412139319
"2627","2",44,8,"3","2","1","2","1",4.2,0.0337116258547507
"2628","2",46,3,"3","2","1","1","3",0.55,2911.79296768661
"2629","1",50,10,"3","2","3","1","2",2.22,0.00254974379534371
"2630","1",40,9,"1","2","1","3","2",4.36,0.0382631984874331
"2631","2",24,6,"3","1","2","3","2",3.05,0.014079473880575
"2632","1",39,1,"1","1","3","3","1",1.4,8.23413304191197e-07
"2633","1",39,9,"1","2","1","3","1",4.19,0.0346744008960387
"2634","2",33,8,"2","2","3","3","2",1.71,0.000173270944702036
"2635","2",62,7,"4","1","3","3","2",0.78,213731851.873588
"2636","1",29,6,"2","2","3","2","3",2.13,0.00260341632523996
"2637","2",23,3,"2","2","1","3","1",4.37,0.0411515412993126
"2638","1",45,8,"4","2","2","1","1",1.96,0.000899126834442303
"2639","1",27,5,"3","2","3","3","2",1.85,0.00045928601424938
"2640","2",45,9,"2","2","4","3","2",2.44,0.00529400569041304
"2641","1",56,5,"4","2","1","3","2",4.8,0.0460710668089698
"2642","2",29,0,"2","2","2","1","3",4.8,0.0558437864472718
"2643","2",36,4,"1","2","2","1","1",2.35,0.00392336925865095
"2644","2",33,5,"3","2","2","2","2",3.99,0.0320818723793251
"2645","2",38,2,"4","1","4","3","1",1.78,0.000263493141491973
"2646","1",53,6,"4","2","2","2","1",5.13,0.0552681625287507
"2647","2",25,3,"3","2","2","3","3",3.32,0.020237616033123
"2648","1",59,1,"2","2","4","3","3",3.54,0.0266992106602779
"2649","2",34,3,"1","2","2","2","1",3.96,0.0318851348539826
"2650","1",46,4,"2","1","1","2","2",5.11,0.056521067706231
"2651","2",26,5,"1","2","4","3","3",3.17,0.0176663816941345
"2652","1",58,8,"3","2","1","3","2",0.08,6.87115517070652
"2653","1",67,6,"4","2","3","3","2",6.34,0.0766583967898511
"2654","2",32,4,"2","2","4","3","1",3.77,0.0297757727785379
"2655","2",54,7,"2","1","2","3","2",4.1,0.0365529466836252
"2656","1",48,5,"1","1","1","3","2",2.18,0.0020935787837383
"2657","1",26,9,"4","2","2","1","1",3.71,0.0277378442469192
"2658","1",43,1,"2","2","2","3","2",3.5,0.0249568045684409
"2659","2",63,11,"3","1","2","3","2",0.36,113.488223735564
"2660","2",36,7,"3","1","1","2","3",0.08,6.55155426917409
"2661","1",61,6,"3","2","4","2","2",3.02,0.0133639506328995
"2662","1",18,7,"3","1","2","3","1",2.46,0.00634672389013625
"2663","1",37,0,"1","2","3","3","2",3.35,0.0205439868979751
"2664","2",57,6,"3","1","2","3","1",1.38,3.28967464267443e-07
"2665","1",40,1,"2","2","3","3","1",3.57,0.0263852947937094
"2666","1",80,3,"1","2","4","3","2",4.21,0.0375173192261659
"2667","2",51,4,"1","2","3","3","2",2.64,0.00741255426271189
"2668","1",46,2,"3","2","1","3","3",2.23,0.00260691407820476
"2669","2",18,6,"2","2","2","3","3",2.57,0.00979238498125172
"2670","2",23,10,"3","1","3","3","2",0.85,4795224346369.26
"2671","1",33,6,"3","2","2","3","3",2.04,0.00144881009438394
"2672","1",67,7,"4","2","2","3","1",5.02,0.0520883934848659
"2673","1",36,6,"4","2","4","3","2",5.42,0.0614152278393103
"2674","2",46,7,"2","2","2","3","1",3.07,0.0154021409651008
"2675","1",30,8,"2","2","1","3","2",1.48,6.11157447787945e-06
