"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure"
"2049",2,30,3,3,2,3,3,1,7.29
"2050",1,52,2,3,2,2,1,2,3.85
"2051",2,30,3,4,1,3,2,1,6.33
"2052",1,45,2,4,1,3,2,2,1.09
"2053",1,30,6,4,2,1,2,2,1.54
"2054",1,58,9,4,1,3,2,2,4.03
"2055",1,68,6,2,2,2,3,2,3.14
"2056",2,18,4,1,2,3,3,3,3.7
"2057",2,22,8,2,2,2,1,2,3.85
"2058",1,47,3,3,2,2,2,2,4.26
"2059",1,57,9,2,2,3,2,2,4.48
"2060",2,27,8,3,1,3,3,2,4.98
"2061",1,21,7,1,2,2,3,2,1.19
"2062",2,51,3,3,2,2,1,3,4.65
"2063",1,27,5,3,2,2,3,2,2.82
"2064",2,26,6,2,1,4,2,2,5.85
"2065",2,57,9,3,2,1,3,2,4.44
"2066",2,39,1,2,2,2,3,1,3.95
"2067",1,28,6,1,1,3,3,2,4.58
"2068",1,47,5,1,2,3,3,1,4.75
"2069",2,55,8,4,2,1,2,2,4.97
"2070",2,32,7,1,2,2,2,1,2.42
"2071",1,34,5,3,2,4,3,2,5.73
"2072",1,54,4,2,1,4,2,1,5.01
"2073",2,46,5,4,2,2,2,3,4.69
"2074",1,50,6,2,2,2,1,3,3.13
"2075",1,33,9,2,2,3,2,2,1.25
"2076",1,61,5,4,2,3,3,2,0.77
"2077",2,39,3,2,2,3,3,1,2.86
"2078",2,25,2,1,1,3,2,2,3.65
"2079",2,46,5,4,2,1,3,2,5.1
"2080",2,57,3,4,1,3,3,1,0.79
"2081",2,32,9,3,2,1,3,3,2.55
"2082",1,56,5,1,2,4,3,1,4.17
"2083",2,19,1,3,1,3,3,3,2.41
"2084",2,54,7,4,2,3,1,2,0.39
"2085",2,81,4,4,1,3,1,3,3.89
"2086",2,33,0,4,2,2,2,2,3.36
"2087",1,37,1,2,1,2,1,1,5.31
"2088",1,44,4,3,2,3,3,1,0.14
"2089",1,40,5,1,1,2,3,2,3.27
"2090",2,27,4,4,1,2,1,2,2.44
"2091",1,27,4,3,1,1,1,2,0.56
"2092",1,36,4,2,2,3,3,1,0.08
"2093",2,79,3,2,2,2,2,2,2.2
"2094",1,45,4,1,1,1,2,3,4.62
"2095",2,45,5,3,2,4,2,3,1.56
"2096",2,38,9,3,2,2,3,1,1.54
"2097",1,45,2,3,2,4,3,2,3.52
"2098",2,46,4,2,2,1,3,2,6.49
"2099",1,25,5,4,2,4,1,3,1.79
"2100",2,25,8,4,2,1,3,2,1.56
"2101",1,37,2,2,2,2,2,1,0.7
"2102",1,47,13,3,2,1,2,1,3.43
"2103",2,38,2,3,2,3,3,2,3.18
"2104",2,19,5,4,2,1,3,2,3.91
"2105",1,43,11,1,1,1,3,3,2.52
"2106",2,38,6,1,1,2,1,2,1.3
"2107",2,18,3,4,1,2,1,1,1.82
"2108",1,45,6,2,1,3,3,1,3.3
"2109",1,18,6,1,2,4,2,1,4.28
"2110",2,57,0,2,1,4,3,1,0.2
"2111",1,69,4,1,1,2,1,1,2.34
"2112",2,26,6,3,2,3,3,2,3.39
"2113",2,52,5,2,2,1,3,2,3.45
"2114",1,18,4,4,2,3,2,1,3.09
"2115",2,41,12,2,2,2,1,3,2.75
"2116",1,49,4,4,2,3,3,2,1.9
"2117",2,44,7,4,2,2,3,2,4.01
"2118",1,34,12,2,2,3,3,2,1.81
"2119",2,68,2,1,2,3,2,1,3.86
"2120",1,22,8,2,2,2,3,2,0.08
"2121",1,43,0,3,2,2,2,3,1.03
"2122",1,18,5,4,1,3,1,1,2.51
"2123",1,27,3,2,2,2,3,2,3.25
"2124",1,62,10,1,2,1,3,3,3.22
"2125",2,32,6,2,1,1,1,1,1.41
"2126",2,62,1,3,2,3,3,2,3.4
"2127",1,48,9,3,2,1,1,2,2.19
"2128",1,29,9,3,2,4,3,2,4.87
"2129",1,67,6,1,2,1,3,1,3.91
"2130",1,44,7,1,2,2,3,1,2.09
"2131",1,41,4,4,2,2,2,2,4.87
"2132",2,37,5,2,2,2,1,2,1.69
"2133",1,29,3,1,2,3,2,2,1.75
"2134",1,27,5,2,2,1,1,1,5.59
"2135",1,67,6,2,1,2,3,1,1.79
"2136",2,37,2,3,1,1,1,3,3.68
"2137",1,45,4,3,2,2,3,2,3.56
"2138",1,35,6,1,1,4,3,2,1.38
"2139",1,65,3,2,1,3,3,2,6.83
"2140",2,36,4,2,2,3,3,2,0.08
"2141",1,41,2,1,2,3,1,2,2.15
"2142",1,20,4,2,2,2,3,2,1.28
"2143",1,54,13,2,2,1,3,1,0.6
"2144",1,27,2,2,2,3,3,3,3.13
"2145",1,42,5,3,2,3,3,1,4.28
"2146",2,43,7,1,1,3,3,2,3.48
"2147",2,66,5,2,2,3,3,1,2.08
"2148",1,18,2,1,2,1,3,2,3.34
"2149",1,47,4,3,1,3,3,2,3.41
"2150",2,18,6,3,2,1,2,1,3.5
"2151",1,45,9,2,1,4,2,2,2.85
"2152",2,46,15,2,1,3,3,2,3.84
"2153",1,53,7,3,1,3,3,2,4.57
"2154",2,45,3,1,1,4,1,2,3.02
"2155",2,44,6,1,2,3,3,3,3.54
"2156",2,30,8,1,1,2,3,3,1.9
"2157",1,63,7,3,2,1,3,2,3.84
"2158",1,52,8,1,1,2,2,3,2.02
"2159",2,54,2,4,2,2,3,1,5.21
"2160",1,23,7,3,2,3,2,1,5.41
"2161",2,55,5,3,2,2,1,3,4.83
"2162",2,42,8,3,2,3,1,3,4.27
"2163",2,63,4,2,2,3,1,2,3.3
"2164",1,20,5,1,2,1,2,2,1.08
"2165",1,44,6,1,2,3,3,2,3.8
"2166",2,55,10,2,2,2,3,3,2.35
"2167",1,43,8,2,1,4,3,1,3.61
"2168",1,39,4,3,2,3,1,2,4.53
"2169",1,33,2,3,2,1,3,2,4.17
"2170",2,56,8,4,2,3,3,3,1.08
"2171",2,54,6,1,1,2,3,1,1.7
"2172",1,65,5,3,2,3,3,2,4.13
"2173",2,35,6,2,2,2,3,2,2.41
"2174",2,74,3,1,2,3,2,1,4.11
"2175",1,78,5,1,2,3,3,2,3.81
"2176",1,49,5,2,2,2,1,2,2.19
"2177",2,30,1,3,1,2,1,2,4.07
"2178",1,59,6,3,2,1,3,1,2.89
"2179",1,39,6,3,2,2,1,2,3.45
"2180",2,50,7,2,2,2,3,2,3.03
"2181",1,19,4,1,2,2,3,1,0.35
"2182",1,49,6,1,2,3,2,1,2.89
"2183",1,64,4,2,2,2,3,2,1.97
"2184",1,77,4,3,1,3,3,2,2.25
"2185",2,31,5,3,2,3,1,1,1.91
"2186",1,41,2,3,2,1,3,1,1.57
"2187",1,44,6,2,2,1,3,2,4.33
"2188",2,54,6,2,2,2,3,2,2.43
"2189",2,28,4,3,2,3,3,2,4.33
"2190",1,33,10,3,2,2,3,1,3.34
"2191",1,66,5,2,2,1,3,3,5.49
"2192",2,27,4,1,1,3,3,3,0.08
"2193",1,26,2,1,2,2,1,3,2.55
"2194",1,47,6,1,2,1,2,2,0.89
"2195",1,54,8,1,2,2,3,1,2.79
"2196",1,55,5,1,2,3,1,3,4.63
"2197",2,34,6,3,2,3,1,2,4.59
"2198",1,39,4,3,2,3,3,2,3.02
"2199",1,42,1,1,2,1,2,2,2.62
"2200",1,28,2,2,2,2,3,2,1.84
"2201",1,38,4,1,1,1,3,3,0.61
"2202",1,56,7,2,1,3,3,2,3.27
"2203",1,55,8,2,2,3,3,2,0.08
"2204",1,18,5,4,2,1,1,2,2.95
"2205",1,24,1,3,2,2,3,3,4.56
"2206",2,27,7,4,1,1,2,2,3.68
"2207",2,58,7,2,1,3,1,3,4.2
"2208",2,43,7,2,2,2,3,2,2.88
"2209",1,37,7,1,2,2,3,1,2.07
"2210",1,81,0,1,1,3,1,3,2.89
"2211",1,54,8,2,2,2,1,3,1.31
"2212",1,18,1,1,2,2,2,1,0.1
"2213",1,34,7,2,2,3,3,2,4.44
"2214",2,26,4,3,2,4,3,2,6.24
"2215",1,42,4,1,2,2,3,1,3.68
"2216",1,57,8,2,2,3,3,1,4.82
"2217",2,54,6,4,2,2,3,3,2.08
"2218",1,52,4,1,1,2,3,2,2.83
"2219",1,41,5,2,1,2,3,1,2.58
"2220",1,35,6,3,2,2,3,2,2.46
"2221",2,34,11,3,1,2,3,2,0.94
"2222",2,60,6,3,2,2,2,1,1.11
"2223",2,52,10,3,1,1,3,3,4.45
"2224",1,64,3,1,2,1,2,2,2.38
"2225",2,62,2,2,2,1,3,1,2.74
"2226",1,52,3,2,2,2,3,1,2.52
"2227",1,37,9,2,2,2,3,2,1.73
"2228",1,46,6,1,2,1,3,2,2.24
"2229",1,45,2,2,2,4,3,1,4.02
"2230",1,33,5,1,2,1,3,2,1.47
"2231",1,42,9,3,2,2,1,1,5.06
"2232",1,21,4,2,1,3,3,3,3.52
"2233",2,37,7,2,2,1,1,2,4.28
"2234",2,32,4,2,2,3,3,3,1.7
"2235",1,42,9,2,2,1,1,3,3.69
"2236",2,57,3,1,1,2,2,2,2.8
"2237",1,60,6,2,2,1,1,2,4.37
"2238",1,34,5,3,1,3,2,2,3.13
"2239",1,62,11,2,1,2,1,2,5.26
"2240",2,31,8,1,2,4,3,3,2.71
"2241",2,46,7,4,2,2,1,2,0.57
"2242",2,33,3,1,2,4,1,3,2.81
"2243",1,48,5,2,2,1,3,1,0.08
"2244",1,55,1,4,2,2,1,1,0.69
"2245",1,60,1,3,2,2,3,2,1.44
"2246",1,75,0,3,1,2,3,2,2.06
"2247",2,54,0,1,2,3,2,2,3.68
"2248",1,20,3,2,1,4,3,2,3.88
"2249",1,44,5,2,2,2,3,2,4.12
"2250",1,26,5,2,2,2,1,1,5.09
"2251",2,72,3,4,2,3,2,2,4.86
"2252",2,30,3,3,2,2,3,3,2.74
"2253",2,34,6,2,2,2,3,2,0.82
"2254",1,28,3,1,2,2,1,3,3.51
"2255",2,69,6,4,1,3,3,1,4.01
"2256",1,31,9,4,2,1,3,2,2.28
"2257",2,34,7,2,1,1,1,3,4.83
"2258",1,42,4,4,2,4,3,2,3.17
"2259",1,53,5,1,2,2,3,2,1.81
"2260",1,35,2,2,1,1,2,1,0.86
"2261",2,48,4,2,1,4,1,3,0.79
"2262",1,43,6,3,2,2,3,1,2.72
"2263",2,37,9,2,1,3,3,3,2.92
"2264",1,34,6,1,1,3,3,1,1.15
"2265",2,35,4,3,2,3,3,2,2.93
"2266",1,32,3,2,2,2,3,2,3.01
"2267",2,21,5,1,2,4,3,3,3.06
"2268",1,54,5,1,1,2,3,1,3.78
"2269",1,21,4,3,1,1,3,2,3.57
"2270",1,35,7,3,2,1,1,2,0.08
"2271",1,53,5,1,2,2,3,1,3.55
"2272",1,32,8,3,2,3,3,1,4.46
"2273",1,34,5,2,2,1,2,2,5.52
"2274",1,32,6,4,2,2,2,2,2.14
"2275",1,72,6,3,2,3,1,2,4.9
"2276",1,31,3,2,2,2,3,2,0.08
"2277",1,52,4,3,2,1,3,2,1.6
"2278",2,68,2,3,1,3,3,2,5.33
"2279",2,35,7,1,2,2,2,3,4.56
"2280",2,41,5,2,1,2,3,2,3.14
"2281",2,62,2,2,2,3,1,2,4.48
"2282",2,57,1,1,1,1,3,2,1.25
"2283",1,39,4,2,2,2,3,1,6.33
"2284",2,37,1,2,2,3,3,2,2.03
"2285",1,46,4,1,1,1,1,3,1.51
"2286",2,33,2,2,2,3,3,2,1.42
"2287",2,38,6,3,2,3,3,2,6.39
"2288",2,22,3,3,2,3,3,2,4.67
"2289",2,34,7,1,1,3,1,2,2.03
"2290",1,31,5,2,1,2,1,1,5.66
"2291",1,64,8,3,2,4,3,1,3.2
"2292",1,31,8,3,1,4,2,3,2.92
"2293",1,49,9,2,2,4,1,1,2.6
"2294",2,40,8,2,2,1,2,1,3.77
"2295",1,30,7,1,2,3,3,2,2.81
"2296",1,55,5,1,1,1,3,2,2.25
"2297",1,25,12,3,2,2,3,2,1.56
"2298",2,53,3,1,2,2,2,3,1.22
"2299",1,56,6,1,1,2,3,2,1.61
"2300",2,42,7,1,2,2,2,1,2.36
"2301",1,33,3,1,2,1,1,2,3.73
"2302",2,52,3,3,2,2,1,2,1.52
"2303",1,41,5,3,1,2,2,3,3.98
"2304",1,21,10,4,2,2,3,2,1.22
"2305",1,45,7,4,1,2,3,2,1.66
"2306",2,34,6,2,2,2,2,2,3.95
"2307",1,67,8,4,2,1,3,3,3.79
"2308",1,42,3,4,2,2,2,1,0.44
"2309",1,82,8,4,1,2,1,1,6.44
"2310",2,62,2,3,2,4,3,3,2.67
"2311",1,37,5,2,2,3,1,1,3.36
"2312",1,53,5,3,2,3,3,2,2.42
"2313",2,43,6,2,1,2,3,2,2.77
"2314",2,47,0,4,2,3,3,2,2.42
"2315",2,36,4,3,2,2,3,2,4.65
"2316",1,38,7,2,2,2,3,1,1.66
"2317",2,45,7,2,1,2,3,2,2.91
"2318",1,63,5,3,1,2,2,2,2.41
"2319",1,41,5,1,1,3,1,1,2.89
"2320",1,57,2,2,2,3,2,1,2.53
"2321",1,52,8,4,2,3,2,1,5.18
"2322",2,35,4,4,2,2,3,1,2.54
"2323",2,18,7,4,1,1,3,2,3.46
"2324",1,56,5,2,2,3,1,3,1.33
"2325",1,62,6,3,2,4,3,2,4.05
"2326",1,66,6,1,2,3,1,2,2.77
"2327",2,40,2,3,1,4,3,2,1.94
"2328",1,33,7,3,2,3,1,2,2.69
"2329",1,36,5,1,2,2,3,3,1.99
"2330",2,32,4,1,1,1,3,2,4.32
"2331",1,34,8,1,2,3,3,3,3.7
"2332",1,64,7,3,2,2,2,1,3.23
"2333",2,58,3,3,2,4,3,1,1
"2334",1,24,8,3,2,3,2,2,2.14
"2335",1,37,4,1,1,2,3,2,2.53
"2336",1,49,7,2,2,3,2,1,1.36
"2337",1,22,3,3,2,2,1,2,2.73
"2338",1,36,2,1,2,3,3,2,2.18
"2339",2,38,8,4,2,2,3,2,1.33
"2340",1,56,7,1,1,2,3,2,3.85
"2341",2,29,3,3,2,3,3,2,2.73
"2342",2,60,6,3,2,2,3,2,2.03
"2343",1,37,3,3,1,1,3,2,2.08
"2344",1,42,9,4,2,4,3,3,3.13
"2345",2,52,5,4,2,2,3,2,1.16
"2346",2,40,5,3,2,3,2,2,4.4
"2347",1,38,7,2,2,3,2,2,2.93
"2348",2,41,5,2,2,2,3,1,4.65
"2349",1,46,2,4,1,1,3,2,2.47
"2350",1,50,8,3,2,3,1,1,4.34
"2351",2,28,0,4,1,3,3,2,2.56
"2352",1,77,7,1,1,2,2,2,4.36
"2353",1,18,4,2,2,4,3,3,2.88
"2354",2,37,0,2,1,1,1,2,2.75
"2355",1,36,7,3,1,1,3,1,3.34
"2356",1,27,2,3,2,1,3,2,3.2
"2357",2,39,2,4,2,1,2,2,5.42
"2358",2,34,4,3,2,2,3,1,3.27
"2359",2,53,6,1,2,1,2,1,0.93
"2360",2,59,9,4,2,3,2,2,3.77
"2361",2,49,3,1,2,1,3,2,3.48
"2362",2,18,7,3,2,2,3,2,3.56
"2363",1,27,6,3,1,1,1,2,2.13
"2364",1,35,6,3,2,2,3,1,2.14
"2365",2,20,6,2,2,3,3,2,2.19
"2366",1,48,1,2,1,3,1,3,1.7
"2367",1,50,8,2,2,3,3,2,4.61
"2368",2,46,0,2,2,2,1,3,2.74
"2369",2,55,6,3,2,3,2,2,1.85
"2370",1,51,5,1,1,1,2,2,1.52
"2371",1,18,3,2,1,4,3,3,3.52
"2372",1,20,7,1,2,2,3,2,3.58
"2373",1,19,2,1,2,3,2,1,4.25
"2374",1,52,4,2,1,2,3,2,4.15
"2375",1,43,2,2,1,2,3,1,3.03
"2376",1,75,6,3,2,2,3,1,4.8
"2377",1,50,4,4,2,3,1,2,4.36
"2378",2,43,5,3,2,2,3,3,3.24
"2379",2,44,7,3,2,3,3,1,2.79
"2380",1,62,6,1,2,2,1,3,1.71
"2381",1,35,5,2,2,3,2,1,3.04
"2382",2,54,5,4,1,3,3,3,3.08
"2383",2,18,3,3,2,3,3,2,3.25
"2384",1,32,4,3,1,2,3,2,2.1
"2385",1,72,3,1,2,2,3,2,4.95
"2386",1,69,4,3,2,2,2,1,5.19
"2387",1,43,5,4,1,3,3,1,3.86
"2388",2,70,9,3,1,2,2,2,3.97
"2389",1,36,4,3,1,3,1,1,2.41
"2390",2,44,2,2,2,1,1,3,3.18
"2391",2,62,5,2,2,1,3,3,0.46
"2392",1,60,2,4,2,2,1,2,2.46
"2393",2,75,4,3,1,2,3,3,2.49
"2394",1,45,5,1,2,2,3,1,0.14
"2395",1,71,3,3,1,2,3,1,3.94
"2396",1,62,3,2,1,3,3,3,4.7
"2397",1,45,4,4,2,4,3,2,2.69
"2398",2,35,2,3,2,2,3,2,5.52
"2399",1,58,5,4,1,2,3,2,5.37
"2400",1,62,5,3,2,3,2,2,4.27
"2401",1,36,4,3,2,3,3,2,1.17
"2402",1,58,7,3,2,2,2,2,0.72
"2403",1,25,6,1,1,3,3,1,2.53
"2404",1,53,1,3,2,2,2,1,3.16
"2405",1,41,7,2,1,1,2,2,4.35
"2406",1,39,0,3,1,2,3,2,2.36
"2407",2,44,6,2,2,2,3,3,5.55
"2408",1,19,4,2,2,1,3,3,2.74
"2409",2,23,2,4,2,2,3,3,4.68
"2410",2,43,2,1,1,2,2,2,0.25
"2411",2,50,8,1,1,2,3,2,0.14
"2412",2,62,0,2,2,2,3,2,0.08
"2413",1,43,4,4,2,4,2,3,1.89
"2414",1,35,0,2,1,3,3,2,3.63
"2415",2,20,2,1,2,3,3,2,5.24
"2416",2,18,6,3,1,1,3,2,3.69
"2417",1,76,0,3,2,2,3,2,2.43
"2418",2,39,7,3,2,1,2,2,2.07
"2419",1,53,0,1,2,2,3,1,0.48
"2420",1,38,10,1,1,2,3,2,2.29
"2421",1,51,0,2,2,2,2,2,1.23
"2422",1,64,5,3,2,2,3,2,3.28
"2423",1,25,3,1,2,1,3,3,2.68
"2424",1,21,4,2,2,1,3,2,1.45
"2425",1,38,5,1,2,3,3,1,4.42
"2426",1,55,8,3,2,2,2,3,3.39
"2427",1,42,2,1,1,3,1,2,2.07
"2428",2,18,6,3,2,2,3,3,2.49
"2429",1,40,6,2,2,2,3,2,3.72
"2430",1,35,5,2,1,1,2,1,1.46
"2431",2,49,3,1,2,4,3,1,1.73
"2432",1,21,1,1,1,2,2,2,2.62
"2433",1,45,7,2,2,4,3,1,2.31
"2434",1,44,4,1,1,2,3,2,2.91
"2435",2,29,6,1,2,1,3,2,2.02
"2436",2,50,5,3,2,3,3,2,4.71
"2437",2,56,0,1,1,2,3,2,0.08
"2438",1,74,9,2,2,4,3,3,0.97
"2439",2,60,8,1,2,1,3,2,6.83
"2440",1,18,3,3,2,2,2,2,5.34
"2441",1,38,8,1,2,1,2,1,5.92
"2442",2,34,5,1,2,3,3,2,1.16
"2443",1,33,7,3,2,2,3,2,3.82
"2444",1,18,5,3,1,3,3,1,6.24
"2445",2,58,8,4,2,2,3,1,0.08
"2446",2,43,5,1,2,2,1,2,3.47
"2447",1,18,6,4,2,2,3,1,3.19
"2448",1,53,6,1,1,2,1,1,4.19
"2449",2,37,1,3,2,3,3,3,4.3
"2450",2,47,5,3,1,4,3,1,4.14
"2451",2,57,6,2,1,2,2,3,2.69
"2452",1,58,7,2,2,2,3,2,3.98
"2453",1,63,1,2,2,2,3,2,5.06
"2454",1,43,0,3,2,2,3,2,1.53
"2455",1,26,4,2,1,1,3,1,3.03
"2456",1,44,3,4,2,2,2,2,2.26
"2457",2,53,4,2,2,4,3,3,1.16
"2458",1,32,5,3,2,2,2,2,4.17
"2459",1,32,7,3,2,1,3,1,1.83
"2460",1,43,7,1,1,2,3,2,2.26
"2461",2,59,8,2,2,2,1,1,0.72
"2462",1,39,2,3,2,3,3,3,3.24
"2463",2,20,7,3,2,2,3,2,4.56
"2464",1,42,10,1,1,3,3,3,1.44
"2465",2,32,7,1,1,2,3,1,2.75
"2466",1,59,5,3,2,2,2,3,2.08
"2467",1,45,6,2,2,3,3,2,2.49
"2468",2,55,3,2,2,4,2,1,1.88
"2469",2,43,3,4,1,2,2,2,5.12
"2470",2,33,9,3,1,3,3,2,1.82
"2471",2,55,10,1,1,1,2,2,0.08
"2472",1,49,2,2,2,2,3,1,2.19
"2473",1,22,0,1,2,3,3,3,2.71
"2474",2,40,9,2,2,3,3,2,2.98
"2475",1,43,3,3,2,2,3,2,3.07
"2476",1,40,0,1,1,1,3,3,5.01
"2477",2,49,2,3,2,1,3,2,0.45
"2478",1,44,2,2,2,2,1,1,2.65
"2479",1,40,4,3,2,3,1,2,3.86
"2480",1,51,1,2,2,3,2,2,2.43
"2481",1,49,5,2,2,4,1,2,3.96
"2482",1,25,6,1,1,1,3,2,2.92
"2483",2,37,6,1,1,2,3,3,3.51
"2484",1,18,6,3,2,3,2,3,2.69
"2485",1,23,2,1,1,1,3,2,2.57
"2486",1,48,9,4,1,2,3,2,2.14
"2487",2,66,6,2,2,3,2,2,3.78
"2488",1,48,1,2,1,2,3,2,0.74
"2489",1,38,4,4,2,3,2,2,1.78
"2490",1,43,5,4,1,3,2,2,4.9
"2491",1,28,5,2,2,2,3,3,3.42
"2492",1,54,11,3,2,2,2,1,5.14
"2493",1,33,3,1,2,3,1,3,2.22
"2494",1,60,7,1,1,2,2,2,0.81
"2495",2,75,3,3,2,3,2,1,3.55
"2496",1,57,5,4,2,3,1,2,3.16
"2497",1,52,4,2,2,3,3,2,3.1
"2498",1,51,9,1,2,3,3,3,2.93
"2499",1,56,4,1,2,2,3,1,2.22
"2500",2,36,8,3,2,2,2,2,3.58
"2501",1,53,8,1,2,1,3,2,1.82
"2502",2,28,3,3,1,2,3,2,1.79
"2503",2,43,5,4,2,1,1,3,6.01
"2504",2,34,7,2,2,1,3,2,1.74
"2505",1,49,5,2,2,1,1,3,4.21
"2506",1,47,2,2,2,2,1,1,2.35
"2507",1,43,6,3,1,2,2,1,3.25
"2508",1,49,5,3,2,3,3,3,1.67
"2509",1,30,6,1,1,3,3,2,4.98
"2510",1,18,5,1,2,2,1,1,4.41
"2511",2,33,5,3,1,3,3,2,4.74
"2512",1,65,2,1,1,2,1,2,3.19
"2513",1,43,6,2,2,3,3,2,4.56
"2514",1,41,3,3,2,2,1,2,3.35
"2515",1,33,2,2,2,4,3,3,0.66
"2516",1,53,7,1,1,1,3,3,3.95
"2517",2,47,4,2,1,2,2,1,1.31
"2518",2,67,6,1,2,2,3,2,4.07
"2519",2,70,0,1,2,4,2,3,2.01
"2520",1,53,7,1,2,4,3,3,5.51
"2521",2,38,3,1,2,1,3,2,4.53
"2522",1,58,3,1,2,3,2,2,5
"2523",2,50,1,1,2,2,1,1,3.67
"2524",1,56,5,3,1,3,3,1,2.08
"2525",2,46,5,4,2,3,3,3,0.08
"2526",1,41,4,2,2,2,3,1,4.95
"2527",2,41,6,3,2,4,3,2,4.85
"2528",2,21,8,4,2,3,1,2,1.09
"2529",1,18,5,3,1,1,3,2,0.73
"2530",2,32,4,3,2,2,1,2,4.3
"2531",2,31,0,4,2,3,2,2,5.53
"2532",1,43,3,3,2,3,2,1,3.14
"2533",2,36,3,1,1,4,3,1,3.12
"2534",1,42,11,4,2,2,3,2,2.24
"2535",2,46,9,1,2,3,1,3,1.18
"2536",1,26,5,4,2,3,3,2,4.25
"2537",1,58,5,1,2,4,2,2,3.36
"2538",1,51,8,2,2,1,3,2,3.3
"2539",2,36,1,1,2,4,3,2,2.82
"2540",1,42,3,3,1,2,1,2,5.1
"2541",2,46,6,2,2,2,3,3,2.26
"2542",2,39,6,2,2,2,1,1,1.56
"2543",2,26,7,3,1,3,3,2,2.15
"2544",2,27,4,1,2,2,3,2,0.08
"2545",1,61,4,3,1,1,3,2,3.68
"2546",1,41,3,2,1,2,3,2,4.98
"2547",1,68,3,3,1,2,2,2,1.38
"2548",1,42,8,1,2,2,1,3,2.91
"2549",1,33,5,4,2,1,2,1,3.37
"2550",2,42,6,1,2,1,3,2,3.24
"2551",2,79,5,4,2,2,3,1,5.02
"2552",1,36,3,2,1,4,3,2,2.13
"2553",2,31,1,4,2,2,2,1,1.26
"2554",2,56,6,1,2,3,3,2,1.27
"2555",2,44,7,3,2,2,3,2,3.85
"2556",2,32,7,1,2,3,3,2,2.85
"2557",1,57,6,3,2,2,3,3,3.43
"2558",2,34,6,3,2,3,2,2,3.94
"2559",1,44,5,4,2,2,3,1,5.64
"2560",2,45,7,4,2,1,3,1,3.34
"2561",2,53,1,3,2,3,3,1,2.14
"2562",2,50,2,2,2,2,2,1,2.34
"2563",2,37,7,2,2,2,3,1,2.66
"2564",1,47,5,1,1,1,3,1,2.02
"2565",1,54,6,2,1,1,3,2,3.86
"2566",2,41,2,1,2,2,3,2,2.75
"2567",1,23,5,2,1,2,3,2,5.1
"2568",1,41,8,2,2,3,1,1,3.72
"2569",2,57,5,1,2,2,3,2,1.74
"2570",2,38,3,3,1,3,3,2,3.28
"2571",1,30,5,3,2,1,1,1,2.92
"2572",1,30,2,2,1,1,2,2,2.52
"2573",1,36,7,2,1,3,3,1,4.33
"2574",2,24,7,2,2,2,3,2,2.87
"2575",2,39,4,4,2,3,1,2,5.33
"2576",2,38,8,2,2,1,3,3,2.73
"2577",1,51,6,2,2,2,1,1,4.63
"2578",2,25,2,2,2,2,1,2,0.68
"2579",2,34,6,1,2,2,2,2,0.84
"2580",1,41,10,2,2,4,3,3,4.03
"2581",1,60,6,1,2,3,3,1,2.05
"2582",1,49,4,2,1,2,1,1,3.55
"2583",1,38,6,4,2,2,3,3,4.62
"2584",2,29,4,4,1,3,3,1,3.7
"2585",2,49,5,1,2,1,3,2,2.97
"2586",1,18,7,4,2,4,1,3,2.86
"2587",2,57,9,1,1,3,3,3,3.21
"2588",1,42,4,1,1,2,3,2,5.09
"2589",2,53,0,3,1,3,2,2,1.5
"2590",1,49,7,4,2,4,1,2,1.81
"2591",2,22,2,1,1,1,3,2,1.61
"2592",1,34,1,3,2,2,3,1,2.52
"2593",1,45,8,4,2,3,3,2,3.62
"2594",2,35,3,2,2,2,3,2,4.05
"2595",2,23,7,4,2,3,3,1,2.15
"2596",1,38,5,3,2,2,3,2,2.6
"2597",2,20,5,2,2,2,1,2,4.98
"2598",1,45,4,2,2,3,1,1,4.1
"2599",2,51,4,2,2,4,3,2,0.53
"2600",1,42,4,2,1,2,2,2,1.97
"2601",1,51,4,1,2,2,1,2,2.76
"2602",1,48,7,3,1,3,3,2,3.29
"2603",2,23,6,1,2,3,3,1,2.57
"2604",1,48,9,2,1,3,3,2,4.02
"2605",2,46,3,3,2,3,1,3,1.84
"2606",2,48,1,1,2,2,1,2,2.49
"2607",1,29,7,1,2,4,2,3,1.76
"2608",1,78,4,1,2,3,3,3,2.92
"2609",1,62,2,1,1,1,3,1,3.78
"2610",2,76,3,3,2,3,2,3,2.23
"2611",1,37,2,3,1,1,1,3,3.5
"2612",1,56,6,2,2,1,3,2,5.35
"2613",2,45,4,4,2,3,1,2,4.08
"2614",1,30,8,1,2,3,3,2,4.49
"2615",2,57,3,1,2,2,1,3,3.26
"2616",2,37,5,4,2,3,3,2,2.78
"2617",1,30,0,3,2,1,3,1,3.29
"2618",2,57,2,3,2,2,1,2,2.83
"2619",2,45,4,1,1,2,2,3,1.38
"2620",2,37,3,3,2,2,3,3,0.08
"2621",2,22,5,2,2,1,3,1,2.19
"2622",1,53,1,2,2,2,3,2,3.15
"2623",1,72,6,2,2,3,2,3,3.77
"2624",1,51,3,1,2,3,1,2,3.63
"2625",1,50,3,2,2,2,3,3,4.35
"2626",2,49,5,2,1,3,3,2,3.32
"2627",2,44,8,3,2,1,2,1,4.2
"2628",2,46,3,3,2,1,1,3,0.55
"2629",1,50,10,3,2,3,1,2,2.22
