;Gender;DriverAge;CarAge;Area;Leasing;Power;Fract;Contract;Exposure;Nbclaims
9700;1;36;4;1;2;2;3;3;4.05;0
9701;1;19;4;2;2;3;3;2;3.13;0
9702;1;31;4;4;1;3;3;1;2.48;0
9703;1;46;10;4;2;2;1;3;2.74;0
9704;2;33;4;2;2;2;2;1;3.89;0
9705;2;48;3;3;2;4;3;1;1.52;0
9706;1;40;5;3;1;1;3;1;2.91;0
9707;1;18;9;4;2;2;3;2;2.71;0
9708;1;62;4;1;1;2;3;1;2.58;0
9709;2;34;0;2;2;2;1;1;4.91;0
9710;1;35;6;1;1;2;1;2;4.04;0
9711;1;56;1;2;2;3;3;1;4.93;0
9712;2;59;5;3;1;2;2;3;4.68;0
9713;1;43;5;1;2;3;3;2;4.06;0
9714;1;43;0;4;2;3;3;3;5.9;0
9715;2;51;0;1;2;2;2;2;3.32;0
9716;1;45;8;1;1;2;1;1;4.72;0
9717;1;79;8;2;2;3;3;1;4.8;0
9718;1;67;8;3;2;2;3;2;3.32;0
9719;2;60;4;2;1;4;1;2;1.37;0
9720;1;51;5;2;2;3;3;3;3.97;0
9721;2;40;7;2;1;4;3;1;3.34;0
9722;1;35;1;3;2;2;3;3;2.89;0
9723;1;52;2;2;1;3;3;2;4.27;0
9724;2;45;6;3;2;4;2;2;4.62;0
9725;1;34;3;1;2;2;2;2;3.02;0
9726;1;47;5;1;2;2;3;2;0.88;0
9727;1;68;3;3;2;2;3;2;3.8;0
9728;1;67;3;1;2;2;3;2;1.32;0
9729;2;38;6;2;1;2;3;2;1.66;0
9730;2;54;6;3;2;2;3;2;2.86;0
9731;1;54;9;2;2;2;3;1;0.08;0
9732;1;42;4;1;2;1;3;2;3.41;0
9733;2;60;1;4;2;2;3;2;3.22;0
9734;1;41;11;1;2;4;3;2;5.65;0
9735;1;75;9;2;2;3;3;2;4.39;0
9736;2;69;4;1;2;2;3;2;3.86;0
9737;1;34;8;3;2;3;3;2;2.18;0
9738;1;46;7;1;2;2;3;3;2.2;0
9739;2;58;2;4;2;3;1;2;3.91;0
9740;1;53;4;2;1;1;3;1;1.95;0
9741;1;25;4;2;1;2;3;2;3.07;0
9742;1;59;5;2;2;2;2;2;0.41;0
9743;2;63;6;4;2;2;3;3;0.08;0
9744;2;19;6;3;2;1;3;2;5.69;0
9745;1;36;2;4;2;4;2;3;4.84;0
9746;2;56;8;1;2;3;3;2;2.41;0
9747;1;71;7;1;2;1;1;1;5.33;0
9748;2;39;6;2;1;2;3;3;3.35;0
9749;1;43;6;2;2;1;3;3;2.92;0
9750;1;32;3;2;1;2;3;1;2.85;0
9751;1;21;7;1;2;3;3;3;2.95;0
9752;2;68;9;2;2;2;2;2;6.67;0
9753;1;32;6;2;2;2;3;2;6.01;0
9754;2;62;4;1;1;2;3;1;3.23;0
9755;2;47;6;2;1;3;1;2;5.34;0
9756;1;31;2;3;2;2;1;1;1.84;0
9757;1;39;6;2;2;3;2;2;3.96;0
9758;2;28;5;3;2;3;3;2;2.99;0
9759;1;44;3;3;2;3;3;1;3.37;0
9760;1;37;5;3;2;4;3;2;3.67;0
9761;2;55;2;1;2;2;1;1;4.15;0
9762;1;66;2;3;2;1;1;2;1.8;0
9763;1;58;6;1;1;2;3;3;2.43;0
9764;1;36;0;2;1;1;2;3;5.94;0
9765;2;18;5;3;2;2;2;2;2.83;0
9766;1;34;5;1;2;1;3;2;2;0
9767;2;18;6;1;2;2;3;2;2.03;0
9768;1;38;7;2;1;2;3;1;3.56;0
9769;1;52;4;2;2;1;3;2;3.25;0
9770;1;51;5;1;1;2;2;2;2.07;0
9771;2;26;7;1;2;2;1;1;0.95;0
9772;2;32;3;3;2;4;3;2;2.21;0
9773;1;30;2;1;1;2;3;2;2.37;0
9774;1;35;3;2;2;3;3;3;4.42;0
9775;2;49;7;2;2;2;3;1;2.77;0
9776;2;52;4;4;1;3;3;1;1.53;0
9777;1;34;5;1;2;2;3;2;1.37;0
9778;1;43;5;1;2;2;3;1;3.07;0
9779;2;57;4;1;2;1;3;2;3.79;0
9780;2;49;4;3;1;2;3;2;3.53;0
9781;1;45;7;3;2;4;3;1;3.85;0
9782;1;40;5;1;1;3;1;3;4.08;0
9783;1;58;6;1;1;3;3;3;3.08;0
9784;1;48;1;1;2;2;3;1;3.04;0
9785;1;18;6;2;2;3;1;2;2.18;0
9786;2;55;6;2;2;2;2;2;3.31;0
9787;1;42;3;1;1;2;1;1;3.92;0
9788;2;57;8;4;1;3;1;2;4.24;0
9789;1;42;6;3;1;2;3;2;1.47;0
9790;2;67;3;1;2;1;3;1;3.07;0
9791;2;54;8;3;1;2;3;2;4.53;0
9792;1;48;2;1;1;2;3;1;3.03;0
9793;2;40;2;1;2;3;2;1;1.78;0
9794;2;48;6;2;2;1;3;3;1.92;0
9795;1;18;5;1;2;1;1;3;5.49;0
9796;2;30;3;2;2;2;3;2;1.76;0
9797;2;28;5;2;2;2;3;2;3.93;0
9798;1;61;4;4;2;1;2;2;3.46;0
9799;2;69;12;4;1;3;3;2;2.88;0
9800;1;59;9;3;1;3;3;2;0.36;0
9801;1;42;5;3;2;4;3;2;1.7;0
9802;1;64;5;1;2;2;3;2;0.54;0
9803;1;45;2;2;2;2;3;2;1.59;0
9804;2;18;4;2;2;2;2;1;3.44;1
9805;2;55;3;2;2;2;2;1;1.81;0
9806;2;35;8;1;2;2;1;1;2.89;0
9807;1;22;0;3;2;3;3;1;2.14;0
9808;1;32;1;1;2;1;3;2;4.17;0
9809;1;38;10;3;1;3;1;2;3.35;0
9810;2;39;7;2;2;4;2;3;2.48;0
9811;2;42;2;3;2;3;3;2;5.23;0
9812;2;41;2;4;2;1;3;2;2.28;0
9813;1;18;2;3;2;2;3;1;4.63;0
9814;2;51;5;1;1;2;3;2;0.89;0
9815;2;50;6;2;1;2;3;1;3.28;0
9816;2;28;5;1;2;2;3;3;1.74;0
9817;1;18;7;1;1;1;3;2;0.8;0
9818;1;25;8;4;1;2;3;1;1.68;0
9819;1;42;9;3;2;1;1;3;2.16;0
9820;2;42;4;4;2;4;3;2;2.24;0
9821;1;33;3;4;2;2;2;2;2.29;0
9822;2;56;5;3;1;1;1;3;1.64;0
9823;1;49;6;1;2;1;2;1;4.39;0
9824;1;48;9;4;2;4;3;3;3.12;0
9825;1;30;9;1;2;3;2;2;1.23;0
9826;2;45;5;1;2;3;1;2;2.83;0
9827;1;53;0;1;2;1;2;1;5.21;0
9828;1;31;4;1;2;2;1;2;1.92;0
9829;2;59;6;3;1;2;1;2;4.94;0
9830;1;37;11;2;2;1;3;2;0.92;0
9831;1;56;6;3;2;3;3;1;5.14;0
9832;1;48;3;4;2;3;3;2;3.27;0
9833;2;43;4;4;2;2;2;1;3.36;0
9834;2;55;5;4;2;2;2;1;2.6;0
9835;1;32;1;2;2;3;3;2;3.57;0
9836;2;47;6;4;2;2;1;1;3.08;0
9837;1;58;4;1;2;3;3;2;3.72;0
9838;2;31;5;3;2;2;2;2;3.79;0
9839;1;55;6;3;2;3;3;1;3.3;0
9840;1;49;3;1;1;3;3;3;2.91;0
9841;1;39;3;1;2;2;2;1;1.88;0
9842;1;51;3;2;2;2;3;2;6.16;0
9843;2;35;4;2;1;3;3;2;0.08;0
9844;2;22;3;4;2;2;3;1;5.85;0
9845;1;44;5;4;2;3;3;2;3.63;0
9846;1;45;3;1;1;4;1;1;2.91;0
9847;1;71;9;2;1;2;2;2;2.98;0
9848;1;32;10;2;2;4;1;1;2.82;0
9849;2;37;10;1;2;3;2;3;4.12;0
9850;1;47;8;2;1;1;3;2;2.71;0
9851;2;54;10;3;2;4;1;2;1.7;0
9852;2;58;6;4;2;3;3;3;1.17;0
9853;1;18;6;2;2;3;3;3;1.85;0
9854;1;39;2;1;1;1;3;1;1.76;0
9855;1;37;9;4;1;3;1;2;2.17;0
9856;2;55;5;1;1;2;3;1;3.31;0
9857;2;38;4;3;1;3;1;1;4.07;0
9858;2;55;0;2;2;2;3;3;0.72;0
9859;1;30;5;1;1;2;2;2;3.52;0
9860;2;43;7;2;2;3;3;2;3.89;0
9861;2;52;3;3;1;2;3;1;0.08;0
9862;2;44;3;1;1;1;1;2;3.07;0
9863;1;43;10;1;2;2;3;2;3.93;0
9864;1;65;4;2;1;1;1;1;3.5;0
9865;2;44;7;3;1;2;3;1;3;1
9866;1;33;3;3;2;1;2;3;4.98;0
9867;2;57;7;4;2;3;2;2;2.82;0
9868;2;42;4;1;2;3;3;2;3.01;0
9869;1;73;9;3;1;3;2;2;3.01;0
9870;2;61;8;1;2;3;2;1;5.55;0
9871;2;37;6;1;2;3;3;2;3.27;0
9872;1;36;2;1;2;2;1;3;5.31;0
9873;2;35;6;1;2;2;3;2;4.71;0
9874;1;31;8;1;2;2;3;2;3.89;0
9875;2;18;4;3;1;4;2;2;2.64;0
9876;2;42;5;3;2;2;1;3;2.96;0
9877;1;33;9;1;2;4;1;2;5.6;0
9878;2;29;0;3;2;1;1;3;1.24;0
9879;2;55;3;1;2;4;2;1;1.89;0
9880;1;51;6;4;1;1;3;3;1.32;0
9881;1;19;5;3;2;2;3;2;2.33;0
9882;1;23;4;1;1;2;3;2;1.75;0
9883;1;18;6;1;2;2;3;1;2.78;0
9884;2;26;2;2;1;3;3;3;4.25;0
9885;1;64;7;1;2;2;3;3;2.03;0
9886;2;49;5;3;2;2;3;1;1.48;0
9887;1;38;4;1;2;3;2;2;1.78;0
9888;2;43;7;1;2;1;3;1;4.12;0
9889;2;54;5;1;2;2;3;3;3.93;0
9890;1;54;0;2;2;2;3;2;3.27;0
9891;1;43;5;4;2;3;1;3;3.24;0
9892;1;22;2;1;2;3;2;3;2.61;0
9893;2;51;5;2;2;3;1;2;2.87;0
9894;2;18;6;3;2;2;3;2;3.78;0
9895;1;53;2;3;2;2;3;2;4.3;0
9896;1;75;6;2;2;2;3;2;2.63;0
9897;1;42;6;1;2;1;3;2;2.2;0
9898;1;31;0;2;2;2;3;2;1.2;0
9899;1;50;0;3;2;2;2;2;3.77;0
9900;1;38;7;3;2;1;2;2;3.46;0
9901;1;61;4;3;2;2;3;3;4.65;0
9902;2;55;6;1;2;2;3;2;0.8;0
9903;2;32;7;4;1;2;3;1;4.4;0
9904;1;67;6;3;2;3;3;1;6;0
9905;2;45;2;3;1;2;3;3;3.02;0
9906;2;59;6;1;2;2;2;2;4.65;0
9907;1;47;8;1;2;2;3;2;3.04;0
9908;1;36;10;4;2;3;1;2;4.26;0
9909;2;57;6;3;1;1;1;2;2.67;0
9910;1;31;4;1;1;3;2;3;1.99;0
9911;1;31;5;1;1;2;3;2;0.08;0
9912;1;60;4;3;2;3;3;1;4.4;0
9913;1;36;7;2;1;3;2;3;5.18;0
9914;2;23;0;3;2;3;3;3;4;0
9915;2;30;3;2;1;2;3;2;2.34;0
9916;1;75;6;1;2;2;1;3;3.5;0
9917;1;54;1;3;2;3;1;2;3.94;0
9918;1;43;5;1;2;4;2;2;4.24;0
9919;2;32;6;4;2;2;3;3;4.79;0
9920;2;73;3;2;2;2;3;1;3.22;0
9921;2;44;7;4;2;2;3;2;1.33;0
9922;1;34;5;1;1;2;1;1;4.05;0
9923;1;32;8;4;1;3;3;1;3.19;0
9924;1;64;0;4;2;1;3;2;0.79;0
9925;2;50;4;3;1;1;1;1;1.77;0
9926;2;60;8;2;1;3;3;2;5.23;0
9927;1;18;5;1;2;2;3;2;2.66;0
9928;1;24;11;4;2;2;3;1;3.19;0
9929;1;45;3;3;1;2;2;3;0.81;0
9930;1;23;5;2;2;2;1;3;4.37;0
9931;1;34;8;3;2;3;3;1;3.61;0
9932;1;23;4;3;1;2;1;2;2.12;0
9933;1;50;5;2;2;1;3;3;2.96;0
9934;1;44;5;2;1;3;3;3;5;0
9935;1;37;5;3;2;3;2;2;2.74;0
9936;2;20;7;4;2;2;3;2;4.7;0
9937;2;45;7;4;1;3;1;1;2.93;0
9938;2;39;8;2;2;2;1;1;2.75;0
9939;2;28;7;1;1;3;3;3;0.25;0
9940;1;45;8;1;2;3;1;1;3.89;0
9941;2;54;5;4;1;2;1;3;2.4;0
9942;2;36;4;4;2;2;3;1;3.02;0
9943;1;42;4;4;2;3;3;2;0.94;0
9944;1;64;0;3;2;2;3;2;2.12;0
9945;2;82;1;3;2;2;3;2;1.65;0
9946;1;37;8;4;1;1;2;2;1.76;0
9947;2;54;4;2;2;1;3;2;3.31;0
9948;2;46;4;2;2;3;3;1;1.04;0
9949;1;30;2;1;1;4;1;2;2.85;0
9950;1;21;6;4;2;1;3;1;3.07;0
9951;2;38;5;1;2;2;2;2;0.48;0
9952;1;46;3;4;1;3;3;3;4.26;0
9953;2;35;0;3;2;3;1;1;1.2;0
9954;1;18;5;2;1;2;3;2;3.99;0
9955;1;41;5;4;1;3;3;3;1.53;0
9956;2;75;6;2;2;2;2;2;4.11;0
9957;2;51;8;2;2;3;3;3;2.65;0
9958;2;51;5;4;2;3;1;3;2.03;0
9959;1;39;5;3;1;1;3;2;3.46;1
9960;1;66;8;4;1;3;3;1;4.67;0
9961;2;64;1;4;1;2;3;2;3.17;0
9962;2;30;6;4;1;3;3;2;1.6;0
9963;2;54;1;2;2;3;3;2;4.51;0
9964;1;57;5;3;2;3;3;2;3.31;0
9965;1;41;6;1;2;4;3;1;1.42;0
9966;2;23;1;1;2;1;3;3;2.92;0
9967;1;19;8;2;1;3;1;2;2.51;0
9968;1;66;6;2;1;2;2;2;2.54;0
9969;1;33;6;2;2;3;1;2;3.91;0
9970;1;39;6;3;2;2;1;2;0.58;0
9971;1;53;5;1;2;3;3;2;3.84;0
9972;1;68;1;2;1;1;3;3;2.11;0
9973;1;52;8;2;2;2;2;3;0.08;0
9974;1;46;8;4;2;3;2;1;3.22;0
9975;1;46;3;2;2;4;3;3;3.09;0
9976;2;35;10;1;2;2;3;1;4.41;0
9977;1;26;2;2;2;1;3;2;1.57;0
9978;1;52;0;2;2;2;3;3;1.13;0
9979;1;42;8;2;2;3;2;1;4.53;0
9980;1;29;8;1;2;3;2;1;3.43;0
9981;1;32;4;1;2;1;3;2;2.02;0
9982;1;41;3;2;2;3;1;2;0.08;0
9983;2;63;2;3;2;3;3;2;2.57;0
9984;1;67;3;4;2;1;3;1;4.56;0
9985;1;54;9;3;1;3;3;2;5.02;0
9986;1;47;5;2;2;1;3;2;0.98;0
9987;1;53;5;3;2;2;2;3;0.41;0
9988;2;45;9;1;1;2;2;3;1.5;0
9989;1;29;2;1;1;2;2;1;1.54;0
9990;1;28;6;3;2;1;2;2;2.67;0
9991;1;72;5;2;2;3;3;2;3.69;0
9992;1;32;7;3;2;1;3;1;4.38;0
9993;1;36;5;1;2;2;3;1;2.36;0
9994;2;46;7;1;2;2;3;1;0.08;0
9995;1;44;8;1;2;3;3;2;4.16;0
9996;2;27;6;2;2;2;1;1;4.58;0
9997;1;20;5;1;2;2;3;2;0.83;0
9998;2;34;6;1;2;4;3;3;4.22;0
9999;2;33;0;1;1;1;2;2;2.77;0
10000;1;23;5;3;2;1;3;2;1.79;0
10001;2;18;1;4;2;2;3;2;2.54;0
10002;1;54;10;2;2;2;3;2;2.35;0
10003;1;62;3;3;2;1;3;1;3.05;0
10004;1;25;7;3;1;2;1;2;3.98;0
10005;2;53;5;1;2;2;3;2;2.21;0
10006;1;18;4;1;1;4;3;1;0.83;0
10007;2;64;3;4;2;4;1;2;3.47;0
10008;2;35;4;2;1;3;1;2;1.18;1
10009;2;61;4;3;2;1;3;1;3.06;0
10010;2;34;2;2;2;1;3;3;0.08;0
10011;2;57;7;3;2;2;3;2;0.35;0
10012;2;49;5;2;2;2;2;3;3.67;0
10013;1;55;6;2;2;3;3;2;6.89;0
10014;1;50;3;1;2;3;3;2;3.52;0
10015;2;37;3;1;2;2;2;1;3.83;0
10016;1;42;10;3;2;3;3;2;2.25;0
10017;1;20;5;3;1;2;3;3;3.65;0
10018;1;72;9;1;2;1;2;2;1.04;0
10019;1;41;7;1;2;4;1;3;0.85;0
10020;1;78;6;3;1;2;3;2;6.19;0
10021;1;29;2;3;2;2;3;3;4.43;0
10022;1;53;3;3;1;1;3;2;1.12;0
10023;1;46;3;1;2;3;3;3;3.39;0
10024;2;38;2;2;2;1;3;3;4.49;0
10025;1;41;7;2;2;4;3;1;0.76;0
10026;2;28;10;3;1;2;3;1;3.03;0
10027;1;22;6;4;2;4;3;1;4.4;0
10028;2;53;4;1;2;2;3;2;2.01;0
10029;1;49;2;1;2;3;3;2;4.33;0
10030;1;36;1;1;2;3;1;3;3.82;0
10031;1;43;5;2;2;2;3;2;0.71;0
10032;1;51;4;1;1;3;1;2;2.94;0
10033;2;29;6;2;2;3;1;2;3.98;0
10034;1;44;2;4;1;3;3;2;3.14;0
10035;1;40;5;2;2;3;1;1;0.55;0
10036;2;18;11;2;2;2;3;3;2.92;0
10037;2;53;7;2;1;2;2;2;2.72;0
10038;2;31;1;2;2;3;3;2;4.91;0
10039;1;51;4;2;1;4;3;1;4.9;0
10040;1;52;5;2;1;4;3;1;4.31;0
10041;1;27;3;1;1;2;3;3;4.21;0
10042;1;41;3;1;2;3;3;2;2.45;0
10043;1;80;7;4;1;2;2;1;4.04;0
10044;1;37;11;4;2;3;3;2;1.94;0
10045;1;25;4;1;2;1;1;2;4.51;0
10046;1;61;8;2;2;2;2;3;1.8;0
10047;2;32;7;4;2;3;2;2;0.82;0
10048;2;54;8;4;1;2;1;3;0.64;0
10049;1;62;3;1;1;3;1;3;4.42;0
10050;1;18;8;1;2;1;2;2;2.39;0
10051;2;42;6;3;2;1;3;1;4.63;0
10052;1;35;0;2;1;1;2;1;1.42;0
10053;1;51;6;1;2;4;3;3;3.05;0
10054;1;34;4;2;1;1;2;3;2.16;0
10055;1;30;3;1;2;3;1;2;3.55;0
10056;1;63;11;4;2;2;3;2;2.5;0
10057;1;18;3;1;1;3;1;1;3.63;0
10058;2;32;2;1;2;2;3;2;3.04;0
10059;2;40;5;3;1;1;3;2;3.96;0
10060;2;35;3;1;1;3;3;2;1.06;0
10061;2;32;3;1;1;4;1;3;4.31;0
10062;1;36;2;1;1;4;2;1;3.31;0
10063;2;43;7;3;2;2;3;2;4.75;0
10064;2;38;2;3;2;2;2;2;2.34;0
10065;1;45;3;1;2;3;3;2;3.79;0
10066;2;45;6;1;1;3;3;2;2.85;0
10067;1;45;0;3;2;2;1;2;4.4;0
10068;1;30;7;3;2;1;1;3;2.61;0
10069;2;45;6;2;1;2;3;2;3.22;0
10070;1;24;10;1;1;2;3;2;2.76;0
10071;2;56;3;4;2;4;3;2;3.4;0
10072;1;39;5;1;2;3;3;1;1.19;0
10073;2;46;5;1;2;1;1;2;4.79;0
10074;2;32;1;3;2;3;3;1;0.08;0
10075;2;41;9;2;2;2;3;1;1.92;0
10076;2;75;4;1;2;3;2;2;5.38;1
10077;2;60;8;2;2;4;3;2;2.52;0
10078;1;45;1;2;2;2;1;2;1.79;0
10079;1;24;6;3;2;2;3;1;3.84;0
10080;1;38;9;1;1;1;1;3;5.11;0
10081;2;49;0;1;2;2;3;1;2.45;0
10082;1;51;3;1;2;2;3;1;1.21;0
10083;2;50;5;3;2;4;1;2;2.77;0
10084;2;18;7;3;1;3;3;2;3.92;0
10085;1;49;7;4;1;2;2;2;1.68;0
10086;1;34;8;1;2;2;3;1;0.46;0
10087;1;49;9;3;2;2;3;1;2.9;0
10088;1;47;8;2;2;1;3;3;1.74;0
10089;2;51;8;1;2;1;2;1;1.33;0
10090;1;68;3;3;2;3;3;2;4.14;0
10091;1;39;6;1;2;3;3;3;1.49;1
10092;1;74;3;3;2;2;3;1;2.11;0
10093;2;60;6;3;2;2;1;1;2.3;0
10094;2;46;6;2;2;2;3;1;1.74;0
10095;1;66;1;1;2;3;3;2;2.26;0
10096;1;36;5;2;2;1;2;2;4.41;0
10097;2;29;4;1;2;4;3;2;0.56;0
10098;2;51;6;3;1;3;2;1;4.47;0
10099;1;41;5;2;2;1;2;3;2.7;0
10100;2;51;7;2;2;4;3;2;4.4;0
10101;1;73;5;2;2;2;1;2;3.97;1
10102;1;59;5;2;2;3;3;2;4.57;0
10103;2;28;4;3;2;1;3;1;1.56;0
10104;2;57;1;3;1;4;3;2;5.89;0
10105;2;39;7;1;1;1;3;3;2.1;0
10106;1;64;4;1;2;1;3;2;3.4;0
10107;2;54;7;2;2;2;3;3;3.58;0
10108;2;41;7;4;2;3;3;3;2.9;0
10109;1;60;8;3;2;2;3;2;1.18;0
10110;1;21;4;3;1;1;2;3;2.07;0
10111;2;41;5;2;2;1;3;2;3.73;0
10112;2;51;1;1;2;2;3;1;5.12;1
10113;1;60;7;4;1;3;3;3;0.99;0
10114;1;47;6;2;1;2;2;2;3.91;0
10115;2;18;5;4;2;1;3;2;1.76;0
10116;1;47;0;1;1;2;3;2;3.84;0
10117;1;50;8;4;2;2;3;3;6.06;0
10118;1;32;6;1;2;2;3;2;2.45;0
10119;1;21;2;1;2;4;3;2;3.16;0
10120;2;55;3;3;2;3;3;2;2.62;0
10121;2;47;7;1;1;1;2;2;2.38;0
10122;2;48;6;1;2;1;3;2;1.74;0
10123;1;58;0;1;1;3;1;3;3.55;0
10124;2;38;3;1;1;2;3;2;1.21;0
10125;1;59;7;1;2;1;3;1;3.67;0
10126;2;57;6;4;1;2;1;1;2.33;0
10127;1;38;3;3;2;2;3;3;1.55;0
10128;1;18;0;1;2;2;1;2;0.69;0
10129;1;19;3;2;2;4;3;1;2.99;0
10130;2;64;7;4;1;2;3;3;3.12;0
10131;2;49;7;2;2;2;3;3;5.18;0
10132;2;68;5;2;1;2;1;2;3.52;0
10133;2;47;4;1;2;3;3;2;5.61;0
10134;2;26;8;2;1;1;1;2;3.94;0
10135;2;18;8;2;1;1;2;3;1.39;0
10136;2;42;6;2;1;3;3;2;4.38;0
10137;1;53;7;2;2;3;1;2;2.91;0
10138;2;41;7;1;2;2;3;2;2.26;0
10139;1;30;4;1;1;3;3;2;5.57;0
10140;1;38;6;2;2;3;3;1;3.32;0
10141;2;26;4;1;2;1;3;2;4.73;0
10142;1;40;8;4;2;3;3;2;2.17;0
10143;1;41;5;4;2;3;3;1;4.34;0
10144;2;28;7;1;2;4;1;3;3.82;0
10145;2;56;2;4;2;2;3;3;2.22;0
10146;1;40;4;4;1;3;1;3;1.35;0
10147;1;51;12;2;2;3;2;3;1.29;0
10148;1;48;1;1;2;2;2;2;4.18;0
10149;1;39;4;3;2;3;3;2;2.13;0
10150;2;48;4;3;2;2;1;1;0.98;0
10151;1;53;5;2;2;3;2;2;2.24;0
10152;2;55;4;4;2;4;3;2;3.45;0
10153;1;53;3;3;2;2;1;2;2.4;0
10154;1;36;4;3;2;2;1;1;3.72;0
10155;1;53;0;2;2;1;3;2;5.17;0
10156;2;22;0;2;1;3;1;2;0.78;0
10157;1;34;6;3;1;2;3;1;2.15;0
10158;2;32;3;1;2;3;3;1;2.51;0
10159;1;47;4;3;2;3;3;2;1.84;0
10160;2;38;3;4;2;2;1;2;5.11;0
10161;1;33;4;3;2;4;3;2;4.12;0
10162;1;56;11;3;2;3;3;2;3.6;0
10163;2;51;2;1;2;1;3;2;1.35;0
10164;1;49;0;3;1;4;1;2;1;0
10165;2;33;2;1;2;1;1;2;3.4;0
10166;2;41;4;2;2;2;3;2;2.86;0
10167;1;50;6;1;2;3;1;2;3;0
10168;1;41;6;2;1;3;1;2;0.95;0
10169;1;39;3;4;2;1;3;1;6.35;1
10170;1;44;7;4;2;2;2;1;2.02;0
10171;2;18;7;4;2;1;3;2;3.47;0
10172;2;58;0;4;2;2;1;2;3.01;0
10173;1;46;5;1;2;2;3;2;4.89;0
10174;1;45;6;4;2;4;2;2;4.17;0
10175;1;57;5;2;1;3;3;2;3.34;0
10176;2;37;1;1;2;1;3;2;4.04;0
10177;2;48;5;3;2;3;3;2;2.95;0
10178;2;45;3;4;2;3;3;2;2.86;0
10179;1;36;11;2;1;3;3;3;2.16;0
10180;1;37;3;4;2;3;1;2;3.88;0
10181;1;46;2;1;2;2;1;2;4.29;0
10182;1;24;8;1;2;2;2;2;3.51;0
10183;1;38;7;3;2;2;3;2;3.52;0
10184;1;30;0;1;2;2;3;1;1.97;0
10185;2;35;11;2;2;2;2;3;3.56;0
10186;1;48;7;2;2;2;1;3;3.45;0
10187;2;71;5;2;1;2;3;3;4.1;0
10188;2;53;5;3;1;2;2;3;4.65;0
10189;2;64;7;4;2;3;3;1;1.06;0
10190;1;37;3;4;1;3;2;2;2.7;0
10191;1;49;4;3;2;1;1;1;6.99;0
10192;2;22;7;2;1;2;3;1;2.05;0
10193;1;51;6;4;2;2;2;1;1.89;0
10194;1;41;4;4;2;3;1;1;0.08;0
10195;1;47;7;3;1;3;2;2;0.79;0
10196;2;22;3;4;2;4;3;2;4.92;0
10197;1;22;4;3;2;1;3;1;3.11;0
10198;1;45;6;3;1;3;3;2;1.74;0
10199;1;38;7;3;2;2;3;1;2.08;0
10200;2;18;8;2;2;4;1;3;2.76;0
10201;1;26;5;2;2;3;2;2;2.09;0
10202;2;25;3;4;2;4;3;2;5.21;0
10203;1;33;7;3;2;3;1;2;4.64;0
10204;2;44;4;1;1;1;3;3;2.23;0
10205;1;46;11;1;2;2;2;3;3.13;0
10206;1;66;6;1;1;3;3;3;2.54;0
10207;1;41;6;2;2;2;3;3;3.4;0
10208;2;34;6;1;2;3;2;1;4.59;0
10209;2;47;4;1;2;3;3;2;2.95;0
10210;1;51;4;3;1;1;3;1;3.08;0
10211;2;36;2;3;1;3;3;2;5.2;0
10212;2;29;8;4;1;1;3;2;3.57;0
10213;1;38;6;4;2;1;3;1;4.4;0
10214;1;48;8;2;1;4;3;3;5.6;0
10215;2;19;0;2;2;2;3;1;3.46;0
10216;2;30;3;3;1;2;2;3;3.75;0
10217;2;81;2;4;2;2;1;3;2.76;0
10218;1;60;1;2;2;1;1;1;2.12;0
10219;1;77;6;2;2;2;3;2;0.25;0
10220;1;77;0;1;2;3;2;3;4.13;0
10221;1;48;5;2;2;2;1;3;2.87;1
10222;1;61;5;1;2;2;2;3;1.29;0
10223;1;62;5;2;2;2;3;2;4.59;0
10224;1;28;0;1;2;2;3;2;3.4;0
10225;2;58;1;3;2;3;3;2;2.61;0
10226;2;52;8;3;1;2;1;2;0.08;0
10227;1;37;3;4;1;1;1;1;1.24;0
10228;2;68;6;2;2;4;2;2;1.26;0
10229;1;53;8;2;2;2;3;1;2.4;0
10230;1;46;3;2;2;1;1;1;4.01;0
10231;2;44;4;4;2;2;3;2;1.79;0
10232;2;26;0;2;2;2;3;2;5.19;0
10233;2;45;0;2;2;1;3;2;4.2;0
10234;1;68;9;3;1;4;3;2;5.93;0
10235;2;20;1;3;1;2;1;3;2.9;0
10236;2;51;5;3;2;1;3;2;2.23;0
10237;1;32;4;3;2;3;3;3;2.62;0
10238;2;47;2;2;2;3;2;1;2.78;0
10239;1;50;7;2;1;1;3;2;3.32;0
10240;1;32;3;3;1;3;2;1;0.9;0
10241;1;21;2;2;2;2;1;2;3.85;0
10242;1;34;7;1;2;2;3;2;3.83;0
10243;2;25;4;1;2;3;2;2;2.48;0
10244;1;42;4;1;1;3;1;2;1.48;0
10245;1;32;4;2;2;1;3;2;0.08;0
10246;2;44;3;2;2;1;2;1;2.28;0
10247;1;25;6;2;2;2;3;2;2.29;0
10248;1;69;5;2;1;2;3;1;3.15;0
10249;2;57;9;1;1;1;3;2;2.56;0
10250;2;41;5;2;2;1;1;1;1.61;0
10251;2;50;5;3;1;2;3;2;1.18;0
10252;1;32;5;1;2;3;1;2;3.4;0
10253;1;18;7;4;2;3;3;2;1.33;0
10254;1;39;9;2;2;1;3;2;3.19;0
10255;2;45;6;4;2;2;3;2;4.37;0
10256;1;35;6;1;2;2;1;1;2.11;0
10257;1;54;4;3;1;2;1;2;5.29;0
